sentence,label
"cycling back and forth between them through oil and arms sales, finance and heavy industry","other"
",","other"
"is historically unprecedented","claim"
".","other"
"Both are rapidly anti-democratic","other"
",","other"
"support the concentration of wealth and power, and draw much of their strength from violence, war and a manageable level of chaos","other"
"that keep","other"
"oil prices high and petrodollars","other"
"recycled via everything from fancy weapons to even fancier real estate","claim"
".","other"
"French reckoning","other"
".","other"
"Add to that the ongoing and well-documented structural racism against France's large Arab/Muslim and African communities","claim"
",","other"
"which has included mass murder in the streets of Paris","other"
"and remains ''rampant'' not merely in the poor suburbs of major cities","claim"
",","other"
"where","other"
"concentrated poverty and marginalisation lead so many to crime, drugs","other"
",","other"
"prison and, not uncommonly, to radicalisation","claim"
".","other"
"When","other"
"newspapers such as the left-leaning Liberation declare","other"
"that ''Europe's leaders are in shock'' over the latest attack","other"
",","other"
"their naivety is hard","other"
"to forgive","claim"
".","other"
"Shocking?	m-question","claim"
"It's no more shocking","claim"
"that some Muslims have become","claim"
"psychotic enough to murder, rape and pillage their way across eastern Nigeria and eastern Paris","claim"
"than","claim"
"it is","claim"
"that France, home of ''liberty'', ''equality'', and ''fraternity'', sells billions of dollars of weapons and otherwise provides political and diplomatic support to countries","claim"
"that practice the polar opposite of all three","claim"
";","other"
"that the US kills thousands of civilians with drones (and tens of thousands with conventional weapons)","other"
"that are as merciless as the terrorists","other"
"they presumably target","claim"
";","other"
"that Israel kills 1,500 Palestinians with the complete acquiescence of the US and Europe","claim"
";","other"
"or","other"
"that most every Muslim government condemning the attack on Charlie Hebdo routinely imprisons and tortures artists and activists for far less offensive expression, all with the support of the West","claim"
".","other"
"As the Lebanese cartoonist Karl Sharro (aka Karl reMarks) points out","other"
",","other"
"ultimately","other"
"the violence against Charlie Hebdo is not about Islam per se","premise"
";","other"
"it's about a contemporary world system","other"
"that is particularly adept at","other"
"grinding down","other"
"whatever","other"
"decent values exist in Islam and other faith systems (and","other"
"in liberal capitalism as well)","premise"
".","other"
"Decades of the combined onslaught of extreme capitalism and extreme religion have shaped a necropolitics of the oppressed","claim"
"that is the mirror image of the necropolitics of local and western governments","claim"
",","claim"
"and the oppression and violence","claim"
"they've imposed","claim"
".","other"
"Former Charlie Hebdo editor Philippe Val","other"
",","other"
"who lost most of his close friends on Wednesday","other"
",","other"
"lamented","other"
"that ''our country will never be the same'', and called on France's Muslim community","other"
"to ''be with us''","other"
"as","other"
"they confront the scourge of nihilistic terror","premise"
".","other"
"But","other"
"to what","other"
"France can Muslims truly belong?	m-question","claim"
"And","other"
"which Islam can empower them towards a modernity","other"
"that provides at least a modicum of ''bread, dignity and social justice''","other"
"-","other"
"to quote the catch phrase of the now distant Arab Spring","other"
".","other"
"If	cond","other"
"Charlie Hebdo reminds us of anything","other"
"it is","other"
"that the arc of blowback can stretch for decades	cond","claim"
",","claim"
"growing more uncontrollable as the political, economic, social and technological chaos of the contemporary world increases","claim"
".","other"
"Charlie Hebdo and western liberalism.","other"
"Another horrific tragedy has struck a western capital in the violent murder of French journalists and cartoonists at a satirical magazine, Charlie Hebdo","claim"
".","other"
"The culprits appear","other"
"to have done so in response to the magazine's publication of cartoons deemed","other"
"offensive","other"
"to Muslims","claim"
",","other"
"though","other"
"they were also thought","other"
"to have been radicalised by the US-led invasions of Afghanistan and Iraq","claim"
".","other"
"French society - and indeed, the global reaction - has been united in its condemnation of the attack","claim"
"and","other"
"French authorities mobilised the full strength of the state's law enforcement agencies","other"
"to track down the assailants","claim"
",","other"
"who were killed after a standoff with police on Friday","premise"
".","other"
"As with	Modd-NU","other"
"most incidents of violence involving Muslims	Modd-NU","other"
",	Modd-NU","other"
"however	Modd-NU","other"
",	Modd-NU","other"
"the ensuing public discussion	Modd-NU","other"
"has revolved largely around resolute","other"
"vows","other"
"to uphold a fundamental value of western civilisation - the freedom of expression","other"
"-","other"
"and degenerated into recriminations about Islam's purported assault on that very freedom","claim"
".","other"
"As a result, the natural expressions of grief and sympathy on behalf of the victims have taken on the added quality of high-minded liberal support for the content of the Charlie Hebdo cartoons, irrespective of the publication's history of racism towards Muslims and people of colour","claim"
".","other"
"Hegemonic narrative","other"
".","other"
"It is only by uncritically adopting the hegemonic narrative of western liberalism","other"
